class,order,family,genus
Magnoliopsidae,Lamiales,Scrophulariaceae,Collinsia
Magnoliopsidae,Lamiales,Scrophulariaceae,Erinus
Magnoliopsidae,Lamiales,Scrophulariaceae,Leucophyllum
Pinopsida,Pinales,Pinaceae,Tsuga
Pinopsida,Pinales,Pinaceae,Pseudotsuga
Pinopsida,Cupressales,Taxaceae,Taxus
Pinopsida,Cupressales,Cephalotaxaceae,Cephalotaxus
Pinopsida,Pinales,Pinaceae,Keteleeria
Pinopsida,Cupressales,Taxaceae,Torreya
Pinopsida,Cupressales,Cupressaceae,Taxodium
Pinopsida,Cupressales,Cupressaceae,Sequoia
Pinopsida,Cupressales,Sciadopityaceae,Sciadopitys
Pinopsida,Cupressales,Cupressaceae,Cunninghamia
Pteropsida,Polypodiales,Dryopteridaceae,Didymochlaena
Pteropsida,Polypodiales,Dennstaedtiaceae,Dennstaedtia
Pteropsida,Polypodiales,Dryopteridaceae,Cyrtomium
Pteropsida,Polypodiales,Blechnaceae,Woodwardia
Pteropsida,Polypodiales,Aspleniaceae,Phyllitis
Pteropsida,Polypodiales,Dryopteridaceae,Onoclea
Pteropsida,Polypodiales,Dryopteridaceae,Matteuccia
Pteropsida,Polypodiales,Thelypteridaceae,Lastrea
Pteropsida,Polypodiales,Adiantaceae,Hemionitis
Pteropsida,Polypodiales,Polypodiaceae,Goniophlebium
Magnoliopsidae,Ericales,Polemoniaceae,Cantua
Magnoliopsidae,Ericales,Polemoniaceae,Navarretia
Magnoliopsidae,Caryophyllales,Portulacaceae,Limnia
Magnoliopsidae,Caryophyllales,Portulacaceae,Lewisia
Magnoliopsidae,Caryophyllales,Polygonaceae,Bistorta
Magnoliopsidae,Caryophyllales,Polygonaceae,Fagopyrum
Magnoliopsidae,Ericales,Primulaceae,Steironema
Magnoliopsidae,Ericales,Primulaceae,Cortusa
Magnoliopsidae,Ranunculales,Ranunculaceae,Cimicifuga
Magnoliopsidae,Ranunculales,Ranunculaceae,Aconitum
Magnoliopsidae,Myrtales,Onagraceae,Lopezia
Magnoliopsidae,Myrtales,Onagraceae,Clarkia
Magnoliopsidae,Myrtales,Onagraceae,Eucharidium
Magnoliopsidae,Myrtales,Onagraceae,Fuchsia
Magnoliopsidae,Myrtales,Onagraceae,Gaura
Magnoliopsidae,Myrtales,Onagraceae,Godetia
Magnoliopsidae,Ranunculales,Papaveraceae,Sanguinaria
Magnoliopsidae,Ranunculales,Papaveraceae,Meconopsis
Magnoliopsidae,Ranunculales,Papaveraceae,Macleaya
Magnoliopsidae,Ranunculales,Ranunculaceae,Leptopyrum
Magnoliopsidae,Ranunculales,Papaveraceae,Hylomecon
Magnoliopsidae,Cornales,Loasaceae,Eucnide
Magnoliopsidae,Ranunculales,Papaveraceae,Eomecon
Magnoliopsidae,Ranunculales,Papaveraceae,Dicranostigma
Magnoliopsidae,Ranunculales,Papaveraceae,Dicentra
Magnoliopsidae,Ranunculales,Papaveraceae,Adlumia
Magnoliopsidae,Fabales,Leguminosae-Pap.,Calophaca
Magnoliopsidae,Fabales,Leguminosae-Pap.,Anagyris
Magnoliopsidae,Fabales,Leguminosae-Pap.,Chorizema
Magnoliopsidae,Fabales,Leguminosae-Pap.,Petteria
Magnoliopsidae,Fabales,Leguminosae-Pap.,Maackia
Magnoliopsidae,Fabales,Leguminosae-Pap.,Laburnocytisus
Magnoliopsidae,Fabales,Leguminosae-Pap.,Thermopsis
Magnoliopsidae,Proteales,Platanaceae,Platanus
Magnoliopsidae,Apiales,Pittosporaceae,Sollya
Magnoliopsidae,Rosales,Rosaceae,Lyonothamnus
Magnoliopsidae,Rosales,Rosaceae,Kerria
Magnoliopsidae,Rosales,Rosaceae,Holodiscus
Magnoliopsidae,Rosales,Rosaceae,Gillenia
Magnoliopsidae,Rosales,Rosaceae,Filipendula
Magnoliopsidae,Rosales,Rosaceae,Osteomeles
Magnoliopsidae,Rosales,Rosaceae,Neviusia
Magnoliopsidae,Rosales,Rosaceae,Neillia
Magnoliopsidae,Fagales,Juglandaceae,Carya
Magnoliopsidae,Fagales,Juglandaceae,Juglans
Magnoliopsidae,Fagales,Juglandaceae,Platycarya
Magnoliopsidae,Ranunculales,Ranunculaceae,Xanthorhiza
Magnoliopsidae,Ranunculales,Ranunculaceae,Trollius
Magnoliopsidae,Rosales,Rosaceae,Aruncus
Magnoliopsidae,Brassicales,Resedaceae,Astrocarpa
Magnoliopsidae,Rosales,Rosaceae,Cydonia
Magnoliopsidae,Rosales,Rosaceae,Duchesnea
Magnoliopsidae,Asterales,Compositae,Geropogon
Magnoliopsidae,Asterales,Compositae,Eriophyllum
Magnoliopsidae,Asterales,Compositae,Dimorphotheca
Magnoliopsidae,Asterales,Compositae,Cosmos
Magnoliopsidae,Asterales,Compositae,Chrysopsis
Magnoliopsidae,Asterales,Compositae,Chrysogonum
Magnoliopsidae,Asterales,Compositae,Helianthella
Magnoliopsidae,Asterales,Compositae,Helenium
Magnoliopsidae,Asterales,Compositae,Layia
Magnoliopsidae,Asterales,Compositae,Helipterum
Magnoliopsidae,Asterales,Compositae,Heliopsis
Magnoliopsidae,Asterales,Compositae,Liatris
Magnoliopsidae,Asterales,Compositae,Ligularia
Magnoliopsidae,Asterales,Compositae,Olearia
Magnoliopsidae,Asterales,Compositae,Lindheimera
Magnoliopsidae,Asterales,Compositae,Melampodium
Magnoliopsidae,Cornales,Cornaceae,Bothrocaryum
Magnoliopsidae,Cornales,Cornaceae,Aucuba
Magnoliopsidae,Cucurbitales,Coriariaceae,Coriaria
Magnoliopsidae,Brassicales,Cruciferae,Schivereckia
Magnoliopsidae,Brassicales,Cruciferae,Ptilotrichum
Magnoliopsidae,Brassicales,Cruciferae,Hutchinsia
Pinopsida,Ginkgoales,Ginkgoaceae,Ginkgo
Magnoliopsidae,Lamiales,Gesneriaceae,Smithiantha
Magnoliopsidae,Lamiales,Gesneriaceae,Rechsteineria
Pteropsida,Schizaeales,Schizaeaceae,Ramondia
Magnoliopsidae,Lamiales,Gesneriaceae,Kohleria
Magnoliopsidae,Lamiales,Gesneriaceae,Hypocyrta
Magnoliopsidae,Lamiales,Gesneriaceae,Codonanthe
Magnoliopsidae,Lamiales,Gesneriaceae,Achimenes
Magnoliopsidae,Malpighiales,Flacourtiaceae,Idesia
Magnoliopsidae,Caryophyllales,Caryophyllaceae,Viscaria
Magnoliopsidae,Caryophyllales,Caryophyllaceae,Tunica
Magnoliopsidae,Caryophyllales,Caryophyllaceae,Melandrium
Magnoliopsidae,Caryophyllales,Caryophyllaceae,Lychnis
Magnoliopsidae,Caryophyllales,Caryophyllaceae,Heliosperma
Magnoliopsidae,Celastrales,Celastraceae,Pachystima
Magnoliopsidae,Celastrales,Celastraceae,Tripterygium
Magnoliopsidae,Celastrales,Celastraceae,Pachistima
Magnoliopsidae,Commelinales,Commelinaceae,Zebrina
Magnoliopsidae,Commelinales,Commelinaceae,Tinantia
Magnoliopsidae,Commelinales,Commelinaceae,Setcreasea
Magnoliopsidae,Saxifragales,Cercidiphyllaceae,Cercidiphyllum
Magnoliopsidae,Asterales,Asteraceae,Actinella
Magnoliopsidae,Asterales,Compositae,Actinomeris
Magnoliopsidae,Asterales,Compositae,Amellus
Magnoliopsidae,Asterales,Compositae,Ammobium
Magnoliopsidae,Asterales,Compositae,Anaphalis
Magnoliopsidae,Asterales,Compositae,Calimeris
Magnoliopsidae,Asterales,Compositae,Callistephus
Magnoliopsidae,Asterales,Compositae,Brachycome
Magnoliopsidae,Asterales,Compositae,Boltonia
Magnoliopsidae,Asterales,Compositae,Baeria
Magnoliopsidae,Asterales,Compositae,Cenia
Magnoliopsidae,Asterales,Compositae,Catananche
Magnoliopsidae,Asterales,Compositae,Charieis
Magnoliopsidae,Asterales,Compositae,Cephalophora
Magnoliopsidae,Lamiales,Labiatae,Cedronella
Magnoliopsidae,Cornales,Loasaceae,Loasa
Magnoliopsidae,Zingiberales,Marantaceae,Ctenanthe
Magnoliopsidae,Malvales,Malvaceae,Sphaeralcea
Magnoliopsidae,Malvales,Malvaceae,Malvastrum
Magnoliopsidae,Malvales,Malvaceae,Malope
Magnoliopsidae,Malvales,Malvaceae,Kitaibelia
Magnoliopsidae,Malvales,Malvaceae,Callirhoe
Magnoliopsidae,Malvales,Malvaceae,Anoda
Magnoliopsidae,Caryophyllales,Nyctaginaceae,Mirabilis
Magnoliopsidae,Solanales,Solanaceae,Nolana
Magnoliopsidae,Myrtales,Myrtaceae,Myrtus
Magnoliopsidae,Myrtales,Myrtaceae,Myrciaria
Magnoliopsidae,Rosales,Moraceae,Macludrania
Magnoliopsidae,Myrtales,Melastomataceae,Centradenia
Magnoliopsidae,Myrtales,Melastomataceae,Bertolonia
Magnoliopsidae,Lamiales,Martyniaceae,Proboscidea
Magnoliopsidae,Lamiales,Oleaceae,Forestiera
Magnoliopsidae,Lamiales,Oleaceae,Fontanesia
Magnoliopsidae,Lamiales,Oleaceae,Abeliophyllum
Magnoliopsidae,Lamiales,Oleaceae,Phillyrea
Magnoliopsidae,Lamiales,Oleaceae,Osmanthus
Magnoliopsidae,Poales,Gramineae,Uniola
Magnoliopsidae,Poales,Gramineae,Semiarundinaria
Magnoliopsidae,Poales,Gramineae,Hystrix
Magnoliopsidae,Poales,Gramineae,Bouteloua
Magnoliopsidae,Poales,Gramineae,Beckmannia
Magnoliopsidae,Poales,Gramineae,Arundinaria
Magnoliopsidae,Saxifragales,Hamamelidaceae,Fothergilla
Magnoliopsidae,Saxifragales,Hamamelidaceae,Distylium
Magnoliopsidae,Saxifragales,Hamamelidaceae,Disanthus
Magnoliopsidae,Boraginales,Hydrophyllaceae,Hydrophyllum
Magnoliopsidae,Boraginales,Hydrophyllaceae,Nemophila
Magnoliopsidae,Lamiales,Labiatae,Preslia
Magnoliopsidae,Lamiales,Labiatae,Physostegia
Magnoliopsidae,Lamiales,Labiatae,Perilla
Magnoliopsidae,Lamiales,Labiatae,Monarda
Magnoliopsidae,Lamiales,Labiatae,Majorana
Magnoliopsidae,Lamiales,Labiatae,Lallemantia
Magnoliopsidae,Lamiales,Labiatae,Horminum
Magnoliopsidae,Aquifoliales,Aquifoliaceae,Nemopanthus
Magnoliopsidae,Apiales,Araliaceae,Kalopanax
Magnoliopsidae,Apiales,Araliaceae,Aralia
Magnoliopsidae,Apiales,Araliaceae,Acanthopanax
Magnoliopsidae,Alismatales,Araceae,Syngonium
Magnoliopsidae,Alismatales,Araceae,Spathiphyllum
Magnoliopsidae,Alismatales,Araceae,Pinellia
Magnoliopsidae,Alismatales,Araceae,Orontium
Magnoliopsidae,Alismatales,Araceae,Helicodiceros
Magnoliopsidae,Alismatales,Araceae,Anthurium
Magnoliopsidae,Ranunculales,Berberidaceae,Podophyllum
Magnoliopsidae,Ranunculales,Berberidaceae,Plagiorhegma
Magnoliopsidae,Ranunculales,Berberidaceae,Mahonia
Magnoliopsidae,Ranunculales,Berberidaceae,Leontice
Magnoliopsidae,Ranunculales,Berberidaceae,Epimedium
Magnoliopsidae,Fagales,Betulaceae,Ostrya
Magnoliopsidae,Fabales,Leguminosae-Pap.,Pisum
Magnoliopsidae,Dipsacales,Caprifoliaceae,Kolkwitzia
Magnoliopsidae,Dipsacales,Caprifoliaceae,Dipelta
Magnoliopsidae,Dipsacales,Caprifoliaceae,Triosteum
Magnoliopsidae,Dipsacales,Caprifoliaceae,Weigelia
Magnoliopsidae,Dipsacales,Caprifoliaceae,Diervilla
Magnoliopsidae,Dipsacales,Caprifoliaceae,Abelia
Magnoliopsidae,Dipsacales,Caprifoliaceae,Zabelia
Magnoliopsidae,Caryophyllales,Caryophyllaceae,Coronaria
Magnoliopsidae,Rosales,Rosaceae,Photinia
Magnoliopsidae,Rosales,Rosaceae,Crataegomespilus
Magnoliopsidae,Rosales,Rosaceae,Chaenomeles
Magnoliopsidae,Lamiales,Acanthaceae,Sericographis
Magnoliopsidae,Lamiales,Acanthaceae,Goldfussia
Magnoliopsidae,Caryophyllales,Amaranthaceae,Iresine
Magnoliopsidae,Rosales,Urticaceae,Forskohlea
Magnoliopsidae,Ericales,Actinidiaceae,Actinidia
Magnoliopsidae,Sapindales,Anacardiaceae,Cotinus
Magnoliopsidae,Boraginales,Boraginaceae,Pulmonaria
Magnoliopsidae,Boraginales,Boraginaceae,Pentaglottis
Magnoliopsidae,Boraginales,Boraginaceae,Mertensia
Magnoliopsidae,Boraginales,Boraginaceae,Lindelofia
Magnoliopsidae,Boraginales,Boraginaceae,Eritrichium
Magnoliopsidae,Boraginales,Boraginaceae,Brunnera
Magnoliopsidae,Boraginales,Boraginaceae,Arnebia
Magnoliopsidae,Poales,Bromeliaceae,Tillandsia
Magnoliopsidae,Poales,Bromeliaceae,Quesnelia
Magnoliopsidae,Poales,Bromeliaceae,Cryptanthus
Magnoliopsidae,Poales,Bromeliaceae,Aechmea
Magnoliopsidae,Asterales,Campanulaceae,Adenophora
Magnoliopsidae,Brassicales,Capparaceae,Polanisia
Magnoliopsidae,Rosales,Cannabaceae,Cannabis
Magnoliopsidae,Asterales,Campanulaceae,Symphyandra
Magnoliopsidae,Asterales,Campanulaceae,Platycodon
Magnoliopsidae,Asterales,Campanulaceae,Ostrowskia
Magnoliopsidae,Asterales,Campanulaceae,Legousia
Magnoliopsidae,Asterales,Campanulaceae,Edraianthus
Magnoliopsidae,Asterales,Campanulaceae,Cyananthus
Magnoliopsidae,Brassicales,Cruciferae,Alliaria
Magnoliopsidae,Brassicales,Cruciferae,Capsella
Magnoliopsidae,Asterales,Compositae,×Solidaster
Magnoliopsidae,Asterales,Campanulaceae,Siphocampylus
Magnoliopsidae,Myrtales,Melastomataceae,Dolichoura
Magnoliopsidae,Poales,Bromeliaceae,Billbergia
Magnoliopsidae,Gentianales,Rubiaceae,Afrocanthium
Magnoliopsidae,Asterales,Compositae,Enydra
Magnoliopsidae,Gentianales,Rubiaceae,Sipanea
Magnoliopsidae,Poales,Gramineae,Tripsacum
Magnoliopsidae,Malpighiales,Malpighiaceae,Tetrapterys
Magnoliopsidae,Asparagales,Orchidaceae,Aganisia
Magnoliopsidae,Malvales,Sterculiaceae,Rulingia
Magnoliopsidae,Rosales,Urticaceae,Fleurya
Magnoliopsidae,Poales,Cyperaceae,Lepidosperma
Magnoliopsidae,Celastrales,Celastraceae,Halleriopsis
Magnoliopsidae,Celastrales,Celastraceae,Pseudocatha
Magnoliopsidae,Gentianales,Rubiaceae,Simira
Magnoliopsidae,Gentianales,Rubiaceae,Rudgea
Magnoliopsidae,Asterales,Compositae,Diplostephium
Magnoliopsidae,Lamiales,Gesneriaceae,Paradrymonia
Magnoliopsidae,Lamiales,Gesneriaceae,Cremosperma
Magnoliopsidae,Rosales,Urticaceae,Girardinia
Magnoliopsidae,Fabales,Leguminosae-Pap.,Peltiera
Magnoliopsidae,Caryophyllales,Aizoaceae,Acrodon
Magnoliopsidae,Caryophyllales,Aizoaceae,Cylindrophyllum
Magnoliopsidae,Caryophyllales,Aizoaceae,Sphalmanthus
Magnoliopsidae,Caryophyllales,Aizoaceae,Hereroa
Magnoliopsidae,Caryophyllales,Aizoaceae,Aethephyllum
Magnoliopsidae,Caryophyllales,Aizoaceae,Conicosia
Magnoliopsidae,Caryophyllales,Aizoaceae,Leipoldtia
Magnoliopsidae,Caryophyllales,Aizoaceae,Monilaria
Magnoliopsidae,Caryophyllales,Aizoaceae,Cheiridopsis
Magnoliopsidae,Asterales,Campanulaceae,Cyanea
Magnoliopsidae,Poales,Cyperaceae,Machaerina
Magnoliopsidae,Poales,Cyperaceae,Oreobolus
Pteropsida,Polypodiales,Pteridaceae,Ochropteris
Pteropsida,Polypodiales,Adiantaceae,Notholaena
Pteropsida,Polypodiales,Grammitidaceae,Adenophorus
Pteropsida,Polypodiales,Dryopteridaceae,×Aspidium
Magnoliopsidae,Boraginales,Boraginaceae,Onosmodium
Magnoliopsidae,Boraginales,Boraginaceae,Hackelia
Magnoliopsidae,Ericales,Ericaceae,Cassiope
Pteropsida,Polypodiales,Thelypteridaceae,Phegopteris
Pteropsida,Polypodiales,Dryopteridaceae,Aspidium
Pteropsida,Polypodiales,Adiantaceae,Allosurus
Pteropsida,Polypodiales,Dennstaedtiaceae,Odontosoria
Pteropsida,Polypodiales,Adiantaceae,Gymnogramma
Pteropsida,Polypodiales,Dennstaedtiaceae,Stenoloma
Pteropsida,Polypodiales,Lomariopsidaceae,Leptochilus
Pteropsida,Psilotales,Psilotaceae,Psilotum
Lycopsida,Lycopodiales,Lycopodiaceae,Lepidotis
Magnoliopsidae,Solanales,Convolvulaceae,Dufourea
Pteropsida,Psilotales,Psilotaceae,Bernhardia
Pteropsida,Polypodiales,Parkeriaceae,Parkeria
Pteropsida,Polypodiales,Dryopteridaceae,Allantodia
Pteropsida,Cyatheales,Dicksoniaceae,Dicksonia
Pteropsida,Polypodiales,Adiantaceae,Cryptogramma
Magnoliopsidae,Lamiales,Acanthaceae,Pachystachys
Magnoliopsidae,Magnoliales,Annonaceae,Diclinanona
Magnoliopsidae,Magnoliales,Annonaceae,Ephedranthus
Magnoliopsidae,Magnoliales,Annonaceae,Onychopetalum
Magnoliopsidae,Magnoliales,Annonaceae,Porcelia
Magnoliopsidae,Magnoliales,Annonaceae,Pseudomalmea
Magnoliopsidae,Malvales,Malvaceae,Wissadula
Magnoliopsidae,Malvales,Malvaceae,Talipariti
Magnoliopsidae,Malvales,Malvaceae,Gossypioides
Magnoliopsidae,Poales,Bromeliaceae,Vriesea
Magnoliopsidae,Poales,Bromeliaceae,×Guzvriesea
Magnoliopsidae,Caryophyllales,Cactaceae,Lepismium
Magnoliopsidae,Caryophyllales,Cactaceae,Pseudorhipsalis
Magnoliopsidae,Caryophyllales,Cactaceae,Pfeiffera
Magnoliopsidae,Caryophyllales,Cactaceae,Pterocactus
Magnoliopsidae,Caryophyllales,Cactaceae,Pereskia
Magnoliopsidae,Dipsacales,Caprifoliaceae,Weigela
Magnoliopsidae,Laurales,Calycanthaceae,Calycanthus
Magnoliopsidae,Fabales,Leguminosae-Pap.,Bonjeanea
Magnoliopsidae,Fabales,Leguminosae-Pap.,Hymenocarpos
Magnoliopsidae,Asterales,Compositae,Pallenis
Magnoliopsidae,Asterales,Compositae,Urospermum
Magnoliopsidae,Asterales,Compositae,Rhagadiolus
Magnoliopsidae,Gentianales,Gentianaceae,Erythraea
Magnoliopsidae,Fabales,Leguminosae-Pap.,Meibomia
Magnoliopsidae,Brassicales,Cruciferae,Radicula
Magnoliopsidae,Saxifragales,Saxifragaceae,Micranthes
Magnoliopsidae,Ranunculales,Ranunculaceae,Coptis
Magnoliopsidae,Caryophyllales,Illecebraceae,Anychia
Magnoliopsidae,Ranunculales,Papaveraceae,Bicuculla
Magnoliopsidae,Apiales,Umbelliferae,Ptilimnium
Magnoliopsidae,Lamiales,Labiatae,Cunila
Magnoliopsidae,Poales,Gramineae,Sphenopholis
Magnoliopsidae,Gentianales,Apocynaceae,Vinca
Magnoliopsidae,Gentianales,Asclepiadaceae,Acerates
Magnoliopsidae,Alismatales,Araceae,Arisaema
Magnoliopsidae,Crossosomatales,Staphyleaceae,Staphylea
Magnoliopsidae,Garryales,Eucommiaceae,Eucommia
Magnoliopsidae,Lamiales,Bignoniaceae,Campsis
Magnoliopsidae,Ericales,Ericaceae,Pieris
Magnoliopsidae,Cornales,Hydrangeaceae,Jamesia
Magnoliopsidae,Rosales,Rosaceae,Amelasorbus
Magnoliopsidae,Oxalidales,Elaeocarpaceae,Aceratium
Magnoliopsidae,Lamiales,Bignoniaceae,Bignonia
Magnoliopsidae,Malvales,Dipterocarpaceae,Dryobalanops
Magnoliopsidae,Lamiales,Labiatae,Conradina
Magnoliopsidae,Fagales,Myricaceae,Comptonia
Magnoliopsidae,Lamiales,Bignoniaceae,Chilopsis
Magnoliopsidae,Sapindales,Meliaceae,Cedrela
Magnoliopsidae,Ericales,Theaceae,Camellia
Pinopsida,Cupressales,Cupressaceae,Calocedrus
Pinopsida,Cupressales,Cupressaceae,Austrocedrus
Magnoliopsidae,Ericales,Ericaceae,Agapetes
Magnoliopsidae,Ericales,Ericaceae,Kalmia
Magnoliopsidae,Malvales,Malvaceae,Hoheria
Magnoliopsidae,Lamiales,Scrophulariaceae,Hebe
Magnoliopsidae,Fabales,Leguminosae-Pap.,Halimodendron
Magnoliopsidae,Ericales,Ericaceae,Gaulnettya
Magnoliopsidae,Ericales,Epacridaceae,Epacris
Magnoliopsidae,Ericales,Ericaceae,Enkianthus
Magnoliopsidae,Ericales,Ericaceae,Elliottia
Magnoliopsidae,Lamiales,Verbenaceae,Diostea
Magnoliopsidae,Cornales,Nyssaceae,Davidia
Magnoliopsidae,Oxalidales,Elaeocarpaceae,Crinodendron
Magnoliopsidae,Rosales,Rosaceae,Osmaronia
Magnoliopsidae,Cornales,Nyssaceae,Nyssa
Magnoliopsidae,Magnoliales,Magnoliaceae,Liriodendron
Magnoliopsidae,Laurales,Lauraceae,Lindera
Magnoliopsidae,Dipsacales,Caprifoliaceae,Leycesteria
Magnoliopsidae,Ericales,Ericaceae,Leucothoe
Magnoliopsidae,Poales,Gramineae,Hibanobambusa
Magnoliopsidae,Lamiales,Labiatae,Agastache
Pteropsida,Polypodiales,Dryopteridaceae,Woodsia
Pteropsida,Polypodiales,Aspleniaceae,Scolopendrium
Magnoliopsidae,Fabales,Leguminosae-Pap.,Heylandia
Magnoliopsidae,Fabales,Leguminosae-Pap.,Mundulea
Magnoliopsidae,Fabales,Leguminosae-Pap.,Shuteria
Magnoliopsidae,Poales,Gramineae,Spinifex
Magnoliopsidae,Fabales,Leguminosae-Pap.,Parochetus
Magnoliopsidae,Poales,Gramineae,Airopsis
Magnoliopsidae,Sapindales,Anacardiaceae,Protorhus
Magnoliopsidae,Lamiales,Acanthaceae,Pericalypta
Magnoliopsidae,Poales,Gramineae,Amblyopyrum
Pteropsida,Polypodiales,Polypodiaceae,Aglaomorpha
Pteropsida,Polypodiales,Polypodiaceae,Lepidogrammitis
Pteropsida,Polypodiales,Polypodiaceae,Neolepisorus
Pteropsida,Cyatheales,Dicksoniaceae,Cibotium
Pteropsida,Cyatheales,Cyatheaceae,Alsophila
Pteropsida,Polypodiales,Adiantaceae,Gymnopteris
Pteropsida,Polypodiales,Polypodiaceae,Drymoglossum
Magnoliopsidae,Asterales,Compositae,Rhanterium
Magnoliopsidae,Cornales,Loasaceae,Caiophora
Magnoliopsidae,Myrtales,Myrtaceae,Tristaniopsis
Magnoliopsidae,Caryophylllales,Chenopodiaceae,Gamanthus
Magnoliopsidae,Lamiales,Acanthaceae,Ionacanthus
Magnoliopsidae,Sapindales,Anacardiaceae,Micronychia
Magnoliopsidae,Malvales,Malvaceae,Spirotheca
Magnoliopsidae,Malvales,Bombacaceae,Patinoa
Magnoliopsidae,Malvales,Cistaceae,Xolantha
Magnoliopsidae,Chloranthales,Chloranthaceae,Chloranthus
Magnoliopsidae,Saxifragales,Hamamelidaceae,Loropetalum
Magnoliopsidae,Malpighiales,Humiriaceae,Humiriastrum
Magnoliopsidae,Fagales,Juglandaceae,Engelhardia
Magnoliopsidae,Malvales,Sarcolaenaceae,Pentachlaena
Magnoliopsidae,Ericales,Polemoniaceae,Microsteris
Magnoliopsidae,Ericales,Epacridaceae,Cyathodes
Magnoliopsidae,Dipsacales,Caprifoliaceae,Pycnocomon
Magnoliopsidae,Malpighiales,Euphorbiaceae,Adenochlaena
Magnoliopsidae,Saxifragales,Crassulaceae,Pachyphytum
Magnoliopsidae,Brassicales,Cruciferae,Crambella
Magnoliopsidae,Brassicales,Cruciferae,Lycocarpus
Magnoliopsidae,Malpighiales,Euphorbiaceae,Pimelodendron
Magnoliopsidae,Malpighiales,Euphorbiaceae,Excoecaria
Magnoliopsidae,Asterales,Compositae,Psilocarphus
Pteropsida,Polypodiales,Dennstaedtiaceae,Paesia
Pteropsida,Polypodiales,Dennstaedtiaceae,Sphenomeris
Magnoliopsidae,Gentianales,Rubiaceae,Homolliella
Magnoliopsidae,Gentianales,Asclepiadaceae,Ditassa
Magnoliopsidae,Gentianales,Rubiaceae,Cynocrambe
Magnoliopsidae,Gentianales,Rubiaceae,Luculia
Magnoliopsidae,Malpighiales,Malpighiaceae,Janusia
Magnoliopsidae,Malpighiales,Malpighiaceae,Carolus
Magnoliopsidae,Cornales,Hydrangeaceae,Whipplea
Magnoliopsidae,Lamiales,Labiatae,Moluccella
Magnoliopsidae,Poales,Cyperaceae,Hypoporum
Magnoliopsidae,Liliales,Melanthiaceae,Stenanthium
Magnoliopsidae,Sapindales,Sapindaceae,Tricoccodendron
Magnoliopsidae,Caryophyllales,Nyctaginaceae,Torrubia
Magnoliopsidae,Gentianales,Apocynaceae,Amsonia
Magnoliopsidae,Asparagales,Amaryllidaceae,Hessea
Magnoliopsidae,Asparagales,Asphodelaceae,Caesia
Magnoliopsidae,Asparagales,Asparagaceae,Protasparagus
Magnoliopsidae,Asparagales,Amaryllidaceae,Nerine
Magnoliopsidae,Asterales,Compositae,Metalasia
Magnoliopsidae,Malvales,Neuradaceae,Grielum
Magnoliopsidae,Asterales,Compositae,Disparago
Magnoliopsidae,Poales,Gramineae,Ehrharta
Magnoliopsidae,Fabales,Leguminosae-Pap.,Pseudocadia
Magnoliopsidae,Myrtales,Penaeaceae,Penaea
Magnoliopsidae,Fabales,Leguminosae-Pap.,Nesphostylis
Magnoliopsidae,Gentianales,Rubiaceae,Mitrasacmopsis
Magnoliopsidae,Fabales,Leguminosae-Pap.,Andira
Pinopsida,Cupressales,Cupressaceae,Thujopsis
Pinopsida,Cupressales,Cupressaceae,Platycladus
Pinopsida,Cupressales,Podocarpaceae,Phyllocladus
Pinopsida,Pinales,Pinaceae,Pseudolarix
Pinopsida,Cupressales,Podocarpaceae,Nageia
Pinopsida,Cupressales,Cupressaceae,Papuacedrus
Magnoliopsidae,Proteales,Sabiaceae,Sabia
Pinopsida,Cupressales,Cupressaceae,Tetraclinis
Pinopsida,Cupressales,Cupressaceae,Metasequoia
Magnoliopsidae,Fabales,Leguminosae-Mim.,Desmanthus
Magnoliopsidae,Myrtales,Myrtaceae,Melaleuca
Magnoliopsidae,Poales,Gramineae,Mesosetum
Magnoliopsidae,Poales,Gramineae,Cinna
Magnoliopsidae,Poales,Gramineae,Pascopyrum
Magnoliopsidae,Poales,Gramineae,Piptochaetium
Magnoliopsidae,Poales,Gramineae,Pseudobrachiaria
Magnoliopsidae,Poales,Gramineae,Reimarochloa
Magnoliopsidae,Poales,Gramineae,Thuarea
Magnoliopsidae,Asparagales,Hemerocallidaceae,Dianella
Magnoliopsidae,Liliales,Liliaceae,Iphigenia
Magnoliopsidae,Liliales,Liliaceae,Androcymbium
Magnoliopsidae,Apiales,Araliaceae,Eleutherococcus
Magnoliopsidae,Caryophyllales,Caryophyllaceae,Spergula
Magnoliopsidae,Lamiales,Bignoniaceae,Anemopaegma
Magnoliopsidae,Lamiales,Bignoniaceae,Piriadacus
Magnoliopsidae,Celastrales,Celastraceae,Hartogiella
Magnoliopsidae,Alismatales,Araceae,Eminium
Magnoliopsidae,Liliales,Liliaceae,Alstroemeria
Magnoliopsidae,Gentianales,Asclepiadaceae,Cyathostelma
Magnoliopsidae,Gentianales,Asclepiadaceae,Ibatia
Magnoliopsidae,Gentianales,Asclepiadaceae,Nautonia
Magnoliopsidae,Gentianales,Asclepiadaceae,Sacleuxia
Magnoliopsidae,Gentianales,Asclepiadaceae,Tassadia
Magnoliopsidae,Gentianales,Asclepiadaceae,Tweedia
Magnoliopsidae,Sapindales,Anacardiaceae,Campnosperma
Magnoliopsidae,Gentianales,Apocynaceae,Temnadenia
Pteropsida,Polypodiales,Adiantaceae,Actinopteris
Magnoliopsidae,Caryophyllales,Phytolaccaceae,Pircunia
