class,order,family,genus
Magnoliopsidae,Boraginales,Boraginaceae,Lobostemon
Magnoliopsidae,Asterales,Campanulaceae,Unigenes
Magnoliopsidae,Asterales,Campanulaceae,Triodanis
Magnoliopsidae,Asterales,Campanulaceae,Treichelia
Magnoliopsidae,Asterales,Campanulaceae,Lightfootia
Magnoliopsidae,Asterales,Campanulaceae,Cephalostigma
Magnoliopsidae,Canellales,Canellaceae,Cinnamosma
Magnoliopsidae,Canellales,Canellaceae,Capsicodendron
Magnoliopsidae,Canellales,Canellaceae,Canella
Magnoliopsidae,Poales,Eriocaulaceae,Leiothrix
Magnoliopsidae,Poales,Eriocaulaceae,Lachnocaulon
Magnoliopsidae,Gentianales,Loganiaceae,Geniostoma
Magnoliopsidae,Gentianales,Loganiaceae,Mitreola
Magnoliopsidae,Santalales,Loranthaceae,Vanwykia
Magnoliopsidae,Santalales,Loranthaceae,Spragueanella
Magnoliopsidae,Santalales,Loranthaceae,Bakerella
Magnoliopsidae,Malpighiales,Malpighiaceae,Tristellateia
Magnoliopsidae,Malpighiales,Malpighiaceae,Philgamia
Magnoliopsidae,Malpighiales,Malpighiaceae,Microsteira
Magnoliopsidae,Malpighiales,Malpighiaceae,Digoniopterys
Magnoliopsidae,Sapindales,Meliaceae,Malleastrum
Magnoliopsidae,Sapindales,Meliaceae,Pseudobersama
Magnoliopsidae,Gentianales,Rubiaceae,Arachnothryx
Magnoliopsidae,Gentianales,Rubiaceae,Cinchona
Magnoliopsidae,Alismatales,Ruppiaceae,Ruppia
Magnoliopsidae,Sapindales,Rutaceae,Melicope
Magnoliopsidae,Lamiales,Scrophulariaceae,Misopates
Magnoliopsidae,Santalales,Santalaceae,Staufferia
Magnoliopsidae,Sapindales,Sapindaceae,Tinopsis
Magnoliopsidae,Sapindales,Sapindaceae,Stadmannia
Magnoliopsidae,Sapindales,Sapindaceae,Pseudopteris
Magnoliopsidae,Sapindales,Sapindaceae,Molinaea
Magnoliopsidae,Sapindales,Sapindaceae,Macphersonia
Magnoliopsidae,Sapindales,Sapindaceae,Gereaua
Magnoliopsidae,Sapindales,Sapindaceae,Erythrophysa
Magnoliopsidae,Sapindales,Sapindaceae,Doratoxylon
Magnoliopsidae,Sapindales,Sapindaceae,Crossonephelis
Magnoliopsidae,Ranunculales,Ranunculaceae,Thalictrum
Magnoliopsidae,Rosales,Rhamnaceae,Paliurus
Magnoliopsidae,Malpighiales,Rhizophoraceae,Carallia
Magnoliopsidae,Malpighiales,Rhizophoraceae,Bruguiera
Magnoliopsidae,Malvales,Sarcolaenaceae,Xerochlamys
Magnoliopsidae,Malvales,Sarcolaenaceae,Sarcolaena
Magnoliopsidae,Saxifragales,Saxifragaceae,Choristylis
Magnoliopsidae,Saxifragales,Saxifragaceae,Tellima
Magnoliopsidae,Malvales,Sterculiaceae,Helmiopsis
Magnoliopsidae,Malvales,Tiliaceae,Sparrmannia
Magnoliopsidae,Malvales,Tiliaceae,Pseudocorchorus
Magnoliopsidae,Apiales,Torricelliaceae,Melanophylla
Magnoliopsidae,Apiales,Umbelliferae,Afroligusticum
Magnoliopsidae,Apiales,Umbelliferae,Baumiella
Magnoliopsidae,Apiales,Umbelliferae,Cicuta
Magnoliopsidae,Malvales,Sarcolaenaceae,Perrierodendron
Magnoliopsidae,Malvales,Sarcolaenaceae,Mediusella
Magnoliopsidae,Malvales,Sarcolaenaceae,Eremolaena
Magnoliopsidae,Lamiales,Scrophulariaceae,Tetraselago
Magnoliopsidae,Lamiales,Scrophulariaceae,Sutera
Magnoliopsidae,Lamiales,Scrophulariaceae,Lyperia
Magnoliopsidae,Lamiales,Scrophulariaceae,Leucosalpa
Magnoliopsidae,Lamiales,Scrophulariaceae,Jamesbrittenia
Magnoliopsidae,Lamiales,Scrophulariaceae,Freylinia
Magnoliopsidae,Lamiales,Scrophulariaceae,Dermatobotrys
Magnoliopsidae,Lamiales,Scrophulariaceae,Colpias
Magnoliopsidae,Ericales,Scytopetalaceae,Pierrina
Magnoliopsidae,Solanales,Solanaceae,Tubocapsicum
Magnoliopsidae,Solanales,Solanaceae,Brugmansia
Magnoliopsidae,Solanales,Solanaceae,Browallia
Magnoliopsidae,Lamiales,Bignoniaceae,Ophiocolea
Magnoliopsidae,Lamiales,Bignoniaceae,Phyllarthron
Magnoliopsidae,Lamiales,Bignoniaceae,Tecomaria
Magnoliopsidae,Lamiales,Bignoniaceae,Rhigozum
Magnoliopsidae,Lamiales,Bignoniaceae,Podranea
Magnoliopsidae,Lamiales,Bignoniaceae,Rhodocolea
Magnoliopsidae,Lamiales,Bignoniaceae,Phylloctenium
Magnoliopsidae,Celastrales,Celastraceae,Euonymus
Magnoliopsidae,Celastrales,Celastraceae,Brexiella
Magnoliopsidae,Celastrales,Celastraceae,Astrocassine
Magnoliopsidae,Celastrales,Celastraceae,Hartogiopsis
Magnoliopsidae,Celastrales,Celastraceae,Pleurostylia
Magnoliopsidae,Myrtales,Combretaceae,Lumnitzera
Magnoliopsidae,Asparagales,Asparagaceae,Arthropodium
Magnoliopsidae,Asparagales,Asparagaceae,Lachenalia
Magnoliopsidae,Asparagales,Asparagaceae,Rhodocodon
Magnoliopsidae,Asparagales,Asparagaceae,Urginea
Magnoliopsidae,Asparagales,Asparagaceae,Smilacina
Magnoliopsidae,Asparagales,Asparagaceae,Hyacinthus
Magnoliopsidae,Asparagales,Asphodelaceae,Bulbinella
Magnoliopsidae,Santalales,Balanophoraceae,Langsdorffia
Magnoliopsidae,Santalales,Olacaceae,Phanerodiscus
Magnoliopsidae,Asparagales,Orchidaceae,Benthamia
Magnoliopsidae,Malpighiales,Passifloraceae,Deidamia
Magnoliopsidae,Malpighiales,Passifloraceae,Basananthe
Magnoliopsidae,Malpighiales,Passifloraceae,Arboa
Magnoliopsidae,Laurales,Monimiaceae,Xymalos
Magnoliopsidae,Rosales,Moraceae,Trophis
Magnoliopsidae,Rosales,Moraceae,Broussonetia
Magnoliopsidae,Rosales,Moraceae,Bosqueiopsis
Magnoliopsidae,Rosales,Moraceae,Bleekrodea
Magnoliopsidae,Rosales,Moraceae,Mesogyne
Magnoliopsidae,Ericales,Myrsinaceae,Monoporus
Magnoliopsidae,Ericales,Myrsinaceae,Embelia
Magnoliopsidae,Malpighiales,Ochnaceae,Brackenridgea
Magnoliopsidae,Cucurbitales,Cucurbitaceae,Bambekea
Magnoliopsidae,Cucurbitales,Cucurbitaceae,Xerosicyos
Magnoliopsidae,Cucurbitales,Cucurbitaceae,Trochomeriopsis
Magnoliopsidae,Cucurbitales,Cucurbitaceae,Seyrigia
Magnoliopsidae,Poales,Cyperaceae,Blysmus
Magnoliopsidae,Myrtales,Combretaceae,Meiostemon
Magnoliopsidae,Commelinales,Commelinaceae,Tradescantia
Magnoliopsidae,Asterales,Compositae,Printzia
Magnoliopsidae,Asterales,Compositae,Plectocephalus
Magnoliopsidae,Asterales,Compositae,Macledium
Magnoliopsidae,Asterales,Compositae,Lasiospermum
Magnoliopsidae,Asterales,Compositae,Lachnospermum
Magnoliopsidae,Asterales,Compositae,Hubertia
Magnoliopsidae,Asterales,Compositae,Tephroseris
Magnoliopsidae,Asterales,Compositae,Bafutia
Magnoliopsidae,Asterales,Compositae,Adelostigma
Magnoliopsidae,Asterales,Compositae,Centauropsis
Magnoliopsidae,Asterales,Compositae,Fleischmannia
Magnoliopsidae,Asterales,Compositae,Galactites
Magnoliopsidae,Poales,Gramineae,Vossia
Magnoliopsidae,Fabales,Leguminosae-Pap.,Adenodolichos
Magnoliopsidae,Solanales,Convolvulaceae,Lepistemon
Pteropsida,Marattiales,Marattiaceae,Eupodium
Magnoliopsidae,Gentianales,Asclepiadaceae,Oxypetalum
Magnoliopsidae,Dioscoreales,Burmanniaceae,Miersiella
Magnoliopsidae,Lamiales,Globulariaceae,Globularia
Magnoliopsidae,Poales,Gramineae,Agropyron
Magnoliopsidae,Poales,Gramineae,Elytrigia
Magnoliopsidae,Gentianales,Gentianaceae,Cicendia
Magnoliopsidae,Gentianales,Gentianaceae,Blackstonia
Magnoliopsidae,Ranunculales,Papaveraceae,Corydalis
Magnoliopsidae,Lamiales,Plantaginaceae,Littorella
Magnoliopsidae,Alismatales,Scheuchzeriaceae,Scheuchzeria
Magnoliopsidae,Ranunculales,Ranunculaceae,Actaea
Magnoliopsidae,Asparagales,Orchidaceae,Gymnadenia
Magnoliopsidae,Asterales,Compositae,Taraxacum
Magnoliopsidae,Asterales,Compositae,Diotis
Magnoliopsidae,Poales,Poaceae,Poaceae
Magnoliopsidae,Caryophyllales,Caryophyllaceae,Moenchia
Magnoliopsidae,Liliales,Liliaceae,Paris
Magnoliopsidae,Rosales,Elaeagnaceae,Hippophae
Magnoliopsidae,Ericales,Ericaceae,Arctostaphylos
Magnoliopsidae,Ericales,Ericaceae,Daboecia
Magnoliopsidae,Ericales,Ericaceae,Andromeda
Magnoliopsidae,Ericales,Ericaceae,Ledum
Magnoliopsidae,Ericales,Ericaceae,Loiseleuria
Magnoliopsidae,Ericales,Ericaceae,Oxycoccus
Magnoliopsidae,Ericales,Ericaceae,Phyllodoce
Magnoliopsidae,Solanales,Convolvulaceae,Calystegia
Magnoliopsidae,Saxifragales,Crassulaceae,Tillaea
Magnoliopsidae,Ranunculales,Papaveraceae,Chelidonium
Magnoliopsidae,Apiales,Umbelliferae,Aegopodium
Magnoliopsidae,Apiales,Umbelliferae,Thysselinum
Magnoliopsidae,Apiales,Umbelliferae,Sium
Magnoliopsidae,Rosales,Urticaceae,Parietaria
Magnoliopsidae,Alismatales,Potamogetonaceae,Zannichellia
Magnoliopsidae,Ericales,Primulaceae,Centunculus
Magnoliopsidae,Ericales,Pyrolaceae,Monotropa
Magnoliopsidae,Ericales,Pyrolaceae,Orthilia
Magnoliopsidae,Ericales,Primulaceae,Soldanella
Magnoliopsidae,Ericales,Primulaceae,Trientalis
Magnoliopsidae,Alismatales,Hydrocharitaceae,Stratiotes
Magnoliopsidae,Magnoliales,Annonaceae,Malmea
Magnoliopsidae,Lamiales,Scrophulariaceae,Gratiola
Magnoliopsidae,Lamiales,Scrophulariaceae,Rhinanthus
Magnoliopsidae,Asterales,Compositae,Homogyne
Magnoliopsidae,Asterales,Compositae,Lapsana
Magnoliopsidae,Asparagales,Orchidaceae,Corallorhiza
Magnoliopsidae,Asparagales,Orchidaceae,Coeloglossum
Magnoliopsidae,Myrtales,Onagraceae,Oenothera
Magnoliopsidae,Asparagales,Orchidaceae,Helleborine
Magnoliopsidae,Lamiales,Labiatae,Galeobdolon
Magnoliopsidae,Lamiales,Labiatae,Leonurus
Magnoliopsidae,Lamiales,Labiatae,Lycopus
Magnoliopsidae,Sapindales,Simaroubaceae,Gymnostemon
Phaeophyceae,Fucales,Fucaceae,Fucus
Magnoliopsidae,Zygophyllales,Zygophyllaceae,Peganum
Pteropsida,Polypodiales,Blechnaceae,Struthiopteris
Pteropsida,Polypodiales,Aspleniaceae,Ceterach
Magnoliopsidae,Rosales,Rosaceae,Poterium
Magnoliopsidae,Fabales,Leguminosae-Pap.,Glycyrrhiza
Magnoliopsidae,Fabales,Leguminosae-Pap.,Pocockia
Magnoliopsidae,Apiales,Umbelliferae,Smyrnium
Magnoliopsidae,Alismatales,Butomaceae,Butomus
Magnoliopsidae,Alismatales,Araceae,Acorus
Magnoliopsidae,Malpighiales,Euphorbiaceae,Stillingia
Magnoliopsidae,Piperales,Aristolochiaceae,Asarum
Magnoliopsidae,Poales,Gramineae,Hierochloe
Magnoliopsidae,Poales,Gramineae,Hordelymus
Magnoliopsidae,Poales,Gramineae,Lagurus
Magnoliopsidae,Poales,Gramineae,Lamarckia
Magnoliopsidae,Poales,Gramineae,Mibora
Magnoliopsidae,Poales,Gramineae,Milium
Magnoliopsidae,Poales,Gramineae,Nardus
Magnoliopsidae,Poales,Gramineae,Helictotrichon
Magnoliopsidae,Poales,Gramineae,×Ammocalamagrostis
Magnoliopsidae,Poales,Gramineae,Anthoxanthum
Magnoliopsidae,Poales,Gramineae,Apera
Magnoliopsidae,Poales,Gramineae,Roegneria
Magnoliopsidae,Poales,Gramineae,Scleropoa
Magnoliopsidae,Poales,Gramineae,Sieglingia
Magnoliopsidae,Poales,Gramineae,Secale
Magnoliopsidae,Poales,Gramineae,Briza
Magnoliopsidae,Poales,Gramineae,Corynephorus
Magnoliopsidae,Poales,Gramineae,Parapholis
Magnoliopsidae,Dioscoreales,Dioscoreaceae,Tamus
Magnoliopsidae,Dipsacales,Dipsacaceae,Knautia
Magnoliopsidae,Caryophylllales,Chenopodiaceae,Halimione
Magnoliopsidae,Myrtales,Lythraceae,Peplis
Magnoliopsidae,Lamiales,Labiatae,Prunella
Magnoliopsidae,Dipsacales,Adoxaceae,Adoxa
Magnoliopsidae,Asterales,Compositae,Mycelis
Magnoliopsidae,Saxifragales,Crassulaceae,Echeveria
Magnoliopsidae,Caryophyllales,Aizoaceae,Aptenia
Magnoliopsidae,Caryophyllales,Cactaceae,Coryphantha
Magnoliopsidae,Caryophyllales,Cactaceae,Cumarinia
Magnoliopsidae,Caryophyllales,Cactaceae,Dolichothele
Magnoliopsidae,Caryophyllales,Cactaceae,Copiapoa
Magnoliopsidae,Caryophyllales,Cactaceae,Borzicactus
Magnoliopsidae,Caryophyllales,Cactaceae,Cleistocactus
Magnoliopsidae,Caryophyllales,Cactaceae,Cochemiea
Magnoliopsidae,Caryophyllales,Cactaceae,Astrophytum
Magnoliopsidae,Caryophyllales,Cactaceae,Bolivicereus
Magnoliopsidae,Caryophyllales,Cactaceae,Cephalocereus
Magnoliopsidae,Caryophyllales,Cactaceae,Cephalocleistocactus
Magnoliopsidae,Caryophyllales,Cactaceae,Cereus
Magnoliopsidae,Caryophyllales,Cactaceae,Chamaecereus
Magnoliopsidae,Caryophyllales,Cactaceae,Chamaebivia
Magnoliopsidae,Caryophyllales,Cactaceae,Acanthocalycium
Magnoliopsidae,Caryophyllales,Cactaceae,Arequipa
Magnoliopsidae,Caryophyllales,Cactaceae,Arthrocereus
Magnoliopsidae,Caryophyllales,Cactaceae,Echinocereus
Magnoliopsidae,Caryophyllales,Cactaceae,Rhipsalidopsis
Magnoliopsidae,Caryophyllales,Cactaceae,Selenicereus
Magnoliopsidae,Caryophyllales,Cactaceae,Soehrensia
Magnoliopsidae,Caryophyllales,Cactaceae,Strombocactus
Magnoliopsidae,Caryophyllales,Cactaceae,Sulcorebutia
Magnoliopsidae,Caryophyllales,Cactaceae,Thelocactus
Magnoliopsidae,Caryophyllales,Cactaceae,Toumeya
Magnoliopsidae,Caryophyllales,Cactaceae,Trichocereus
Magnoliopsidae,Caryophyllales,Cactaceae,Weingartia
Magnoliopsidae,Caryophyllales,Cactaceae,Wilcoxia
Magnoliopsidae,Saxifragales,Crassulaceae,Graptoveria
Magnoliopsidae,Saxifragales,Crassulaceae,Graptopetalum
Magnoliopsidae,Caryophyllales,Cactaceae,Malacocarpus
Magnoliopsidae,Caryophyllales,Cactaceae,Lobivia
Magnoliopsidae,Caryophyllales,Cactaceae,Neoporteria
Magnoliopsidae,Caryophyllales,Cactaceae,Neolloydia
Magnoliopsidae,Caryophyllales,Cactaceae,Mila
Magnoliopsidae,Caryophyllales,Cactaceae,Oroya
Magnoliopsidae,Caryophyllales,Cactaceae,Nopalxochia
Magnoliopsidae,Caryophyllales,Cactaceae,Notocactus
Magnoliopsidae,Caryophyllales,Cactaceae,×Trichoechinopsis
Magnoliopsidae,Caryophyllales,Cactaceae,Rebutia
Magnoliopsidae,Caryophyllales,Aizoaceae,Conophytum
Magnoliopsidae,Saxifragales,Crassulaceae,Dudleya
Magnoliopsidae,Saxifragales,Crassulaceae,Altamiranoa
Magnoliopsidae,Saxifragales,Crassulaceae,Aeonium
Magnoliopsidae,Saxifragales,Crassulaceae,Cremnophila
Magnoliopsidae,Caryophyllales,Aizoaceae,Ruschia
Magnoliopsidae,Caryophyllales,Aizoaceae,Lampranthus
Magnoliopsidae,Asparagales,Asphodelaceae,Haworthia
Magnoliopsidae,Gentianales,Apocynaceae,Hazunta
Magnoliopsidae,Gentianales,Apocynaceae,Bonafousia
Magnoliopsidae,Sapindales,Burseraceae,Hemicrepidospermum
Magnoliopsidae,Ericales,Lecythidaceae,Couroupita
Magnoliopsidae,Laurales,Lauraceae,Ravensara
Magnoliopsidae,Malpighiales,Hypericaceae,Eliea
Magnoliopsidae,Malvales,Bombacaceae,Fremontia
Magnoliopsidae,Lamiales,Scrophulariaceae,Castilleja
Magnoliopsidae,Lamiales,Scrophulariaceae,Bellardia
Magnoliopsidae,Rosales,Rosaceae,Coleogyne
Magnoliopsidae,Rosales,Rosaceae,Cercocarpus
Magnoliopsidae,Rosales,Rhamnaceae,Condalia
Magnoliopsidae,Saxifragales,Saxifragaceae,Tolmiea
Magnoliopsidae,Ericales,Sarraceniaceae,Darlingtonia
Magnoliopsidae,Malvales,Malvaceae,Sidalcea
Magnoliopsidae,Liliales,Liliaceae,Trillium
Magnoliopsidae,Asparagales,Asparagaceae,Maianthemum
Magnoliopsidae,Ericales,Ericaceae,Gaultheria
Magnoliopsidae,Liliales,Liliaceae,Calochortus
Magnoliopsidae,Ranunculales,Ranunculaceae,Viorna
Magnoliopsidae,Boraginales,Hydrophyllaceae,Phacelia
Magnoliopsidae,Asparagales,Orchidaceae,Calypso
Magnoliopsidae,Liliales,Melanthiaceae,Zigadenus
Magnoliopsidae,Liliales,Melanthiaceae,Xerophyllum
Magnoliopsidae,Liliales,Liliaceae,Erythronium
Magnoliopsidae,Liliales,Liliaceae,Clintonia
Magnoliopsidae,Asparagales,Asparagaceae,Camassia
Magnoliopsidae,Ericales,Ericaceae,Menziesia
Magnoliopsidae,Asterales,Compositae,Lygodesmia
Magnoliopsidae,Asterales,Compositae,Agoseris
Magnoliopsidae,Caryophyllales,Cactaceae,Pediocactus
Magnoliopsidae,Ranunculales,Berberidaceae,Achlys
Magnoliopsidae,Myrtales,Combretaceae,Terminaliopsis
Magnoliopsidae,Myrtales,Combretaceae,Poivrea
Magnoliopsidae,Dilleniales,Dilleniaceae,Wormia
Magnoliopsidae,Malpighiales,Euphorbiaceae,Deuteromallotus
Magnoliopsidae,Malpighiales,Euphorbiaceae,Codiaeum
Magnoliopsidae,Malpighiales,Euphorbiaceae,Blotia
Magnoliopsidae,Malpighiales,Euphorbiaceae,Leptonema
Magnoliopsidae,Malpighiales,Euphorbiaceae,Gelonium
Magnoliopsidae,Malpighiales,Flacourtiaceae,Banara
Magnoliopsidae,Saxifragales,Hamamelidaceae,Dicoryphe
Magnoliopsidae,Malpighiales,Guttiferae,Clusia
Magnoliopsidae,Asparagales,Orchidaceae,Cymbidium
Magnoliopsidae,Poales,Gramineae,×Festulolium
Magnoliopsidae,Boraginales,Boraginaceae,Borago
Magnoliopsidae,Brassicales,Cruciferae,Sinapis
Magnoliopsidae,Cornales,Loasaceae,Blumenbachia
Magnoliopsidae,Solanales,Convolvulaceae,Mina
Magnoliopsidae,Solanales,Convolvulaceae,Quamoclit
Magnoliopsidae,Lamiales,Bignoniaceae,Eccremocarpus
Magnoliopsidae,Solanales,Solanaceae,Lycopersicon
Magnoliopsidae,Ericales,Polemoniaceae,Cobaea
Magnoliopsidae,Brassicales,Tropaeolaceae,Tropaeolum
Magnoliopsidae,Rosales,Rosaceae,Prinsepia
Magnoliopsidae,Rosales,Rosaceae,Pyracantha
Magnoliopsidae,Rosales,Rosaceae,Pyronia
Magnoliopsidae,Rosales,Rosaceae,Pyonia
Magnoliopsidae,Rosales,Rosaceae,Pyracomeles
Magnoliopsidae,Rosales,Rosaceae,Rhodotypos
Magnoliopsidae,Rosales,Rosaceae,Raphiolepis
Magnoliopsidae,Piperales,Saururaceae,Houttuynia
Magnoliopsidae,Saxifragales,Saxifragaceae,Astilboides
Magnoliopsidae,Saxifragales,Saxifragaceae,Bergenia
Magnoliopsidae,Saxifragales,Saxifragaceae,Boykinia
Magnoliopsidae,Cornales,Hydrangeaceae,Decumaria
Magnoliopsidae,Cornales,Hydrangeaceae,Deinanthe
Magnoliopsidae,Cornales,Hydrangeaceae,Deutzia
Magnoliopsidae,Saxifragales,Saxifragaceae,Heucherella
Magnoliopsidae,Saxifragales,Saxifragaceae,Heuchera
Magnoliopsidae,Saxifragales,Saxifragaceae,Itea
Magnoliopsidae,Saxifragales,Saxifragaceae,Mitella
Magnoliopsidae,Saxifragales,Saxifragaceae,Peltiphyllum
Magnoliopsidae,Rosales,Rosaceae,Sorbopyrus
Magnoliopsidae,Rosales,Rosaceae,×Sorbaronia
Magnoliopsidae,Rosales,Rosaceae,Sorbaronia
Magnoliopsidae,Rosales,Rosaceae,Sibbaldia
Magnoliopsidae,Rosales,Rosaceae,Sibiraea
Magnoliopsidae,Rosales,Rosaceae,Coluria
Magnoliopsidae,Rosales,Rosaceae,Waldsteinia
Magnoliopsidae,Rosales,Rosaceae,Stranvaesia
Magnoliopsidae,Rosales,Rosaceae,Stephanandra
Magnoliopsidae,Sapindales,Rutaceae,Ptelea
Magnoliopsidae,Sapindales,Rutaceae,Phellodendron
Magnoliopsidae,Sapindales,Rutaceae,Orixa
Magnoliopsidae,Sapindales,Rutaceae,Euodia
Magnoliopsidae,Sapindales,Rutaceae,Dictamnus
Magnoliopsidae,Gentianales,Rubiaceae,Serissa
Magnoliopsidae,Gentianales,Rubiaceae,Houstonia
Magnoliopsidae,Gentianales,Rubiaceae,Cephalanthus
Magnoliopsidae,Saxifragales,Saxifragaceae,Rodgersia
Magnoliopsidae,Cornales,Hydrangeaceae,Schizophragma
Magnoliopsidae,Saxifragales,Saxifragaceae,Tiarella
Magnoliopsidae,Zygophyllales,Zygophyllaceae,Larrea
Magnoliopsidae,Fabales,Leguminosae-Pap.,Strophostyles
Magnoliopsidae,Fabales,Leguminosae-Pap.,Baptisia
Magnoliopsidae,Fabales,Leguminosae-Pap.,Cracca
Magnoliopsidae,Ericales,Sarraceniaceae,Sarracenia
Magnoliopsidae,Rosales,Rosaceae,Physocarpus
Magnoliopsidae,Asparagales,Asparagaceae,Medeola
Magnoliopsidae,Asterales,Compositae,Rudbeckia
Magnoliopsidae,Asterales,Compositae,Krigia
Magnoliopsidae,Asterales,Compositae,Coreopsis
Magnoliopsidae,Malvales,Cistaceae,Hudsonia
Magnoliopsidae,Santalales,Santalaceae,Phoradendron
Magnoliopsidae,Cornales,Loasaceae,Mentzelia
Magnoliopsidae,Boraginales,Hydrophyllaceae,Nama
Magnoliopsidae,Asterales,Compositae,Wyethia
Magnoliopsidae,Asterales,Compositae,Rafinesquia
Magnoliopsidae,Caryophylllales,Chenopodiaceae,Allenrolfea
Magnoliopsidae,Boraginales,Boraginaceae,Cryptantha
Magnoliopsidae,Dipsacales,Valerianaceae,Plectritis
Magnoliopsidae,Lamiales,Scrophulariaceae,Orthocarpus
Magnoliopsidae,Ericales,Polemoniaceae,Gilia
Magnoliopsidae,Ranunculales,Papaveraceae,Platystemon
Magnoliopsidae,Ranunculales,Papaveraceae,Eschscholzia
Magnoliopsidae,Asterales,Compositae,Peucephyllum
Magnoliopsidae,Asterales,Compositae,Monoptilon
Magnoliopsidae,Asterales,Compositae,Malacothrix
Magnoliopsidae,Asterales,Compositae,Machaeranthera
Magnoliopsidae,Asterales,Compositae,Haplopappus
Magnoliopsidae,Asterales,Compositae,Encelia
Magnoliopsidae,Asterales,Compositae,Chaenactis
Magnoliopsidae,Asterales,Compositae,Calycoseris
Magnoliopsidae,Caryophyllales,Caryophyllaceae,Loeflingia
Magnoliopsidae,Boraginales,Boraginaceae,Plagiobothrys
Magnoliopsidae,Fabales,Leguminosae-Caes.,Cercidium
Magnoliopsidae,Laurales,Lauraceae,Umbellularia
Magnoliopsidae,Lamiales,Labiatae,Salazaria
Magnoliopsidae,Sapindales,Hippocastanaceae,Aesculus
Magnoliopsidae,Poales,Gramineae,Schismus
Magnoliopsidae,Poales,Gramineae,Hilaria
Magnoliopsidae,Ericales,Fouquieriaceae,Fouquieria
Magnoliopsidae,Ericales,Primulaceae,Dodecatheon
Magnoliopsidae,Caryophyllales,Polygonaceae,Eriogonum
Magnoliopsidae,Ericales,Polemoniaceae,Linanthus
Magnoliopsidae,Ericales,Polemoniaceae,Eriastrum
Magnoliopsidae,Ranunculales,Papaveraceae,Dendromecon
Magnoliopsidae,Caryophyllales,Nyctaginaceae,Abronia
Magnoliopsidae,Asparagales,Asparagaceae,Yucca
Magnoliopsidae,Liliales,Trilliaceae,Scoliopus
Magnoliopsidae,Asparagales,Asparagaceae,Hesperocallis
Magnoliopsidae,Liliales,Liliaceae,Disporum
Magnoliopsidae,Caryophyllales,Caryophyllaceae,Gymnocarpos
Magnoliopsidae,Caryophyllales,Caryophyllaceae,Cucubalus
Magnoliopsidae,Sapindales,Sapindaceae,Neotina
Magnoliopsidae,Brassicales,Salvadoraceae,Azima
Magnoliopsidae,Gentianales,Rubiaceae,Palicourea
Magnoliopsidae,Gentianales,Rubiaceae,Isertia
Magnoliopsidae,Gentianales,Rubiaceae,Enterospermum
Magnoliopsidae,Vitales,Vitaceae,Tetrastigma
Pinopsida,Cupressales,Cupressaceae,Chamaecyparis
Pinopsida,Cupressales,Cupressaceae,Fitzroya
Pinopsida,Cupressales,Cupressaceae,Libocedrus
Pinopsida,Cupressales,Cupressaceae,Cupressocyparis
Pinopsida,Cupressales,Cupressaceae,Thuja
Pinopsida,Pinales,Pinaceae,Cedrus
Pinopsida,Pinales,Pinaceae,Larix
Magnoliopsidae,Lamiales,Scrophulariaceae,Wulfenia
Magnoliopsidae,Lamiales,Scrophulariaceae,Synthyris
Magnoliopsidae,Lamiales,Scrophulariaceae,Russelia
Magnoliopsidae,Solanales,Solanaceae,Scopolia
Magnoliopsidae,Solanales,Solanaceae,Schizanthus
Magnoliopsidae,Solanales,Solanaceae,Salpiglossis
Magnoliopsidae,Solanales,Solanaceae,Petunia
Magnoliopsidae,Solanales,Solanaceae,Nierembergia
Magnoliopsidae,Ericales,Styracaceae,Halesia
Magnoliopsidae,Rosales,Ulmaceae,Hemiptelea
Magnoliopsidae,Rosales,Ulmaceae,Zelkova
Magnoliopsidae,Apiales,Araliaceae,Oplopanax
Magnoliopsidae,Apiales,Umbelliferae,Hacquetia
Magnoliopsidae,Apiales,Umbelliferae,Azorella
Magnoliopsidae,Lamiales,Labiatae,Congea
Magnoliopsidae,Dipsacales,Valerianaceae,Patrinia
Magnoliopsidae,Dipsacales,Caprifoliaceae,Kentranthus
Magnoliopsidae,Rosales,Urticaceae,Pellionia
Magnoliopsidae,Rosales,Urticaceae,Myriocarpa
Magnoliopsidae,Caryophyllales,Aizoaceae,Dorotheanthus
Magnoliopsidae,Caryophyllales,Aizoaceae,Aridaria
Magnoliopsidae,Caryophyllales,Aizoaceae,Trichodiadema
Magnoliopsidae,Caryophyllales,Aizoaceae,Aistocaulon
Magnoliopsidae,Caryophyllales,Aizoaceae,Mestoklema
Magnoliopsidae,Caryophyllales,Aizoaceae,Malephora
Magnoliopsidae,Caryophyllales,Cactaceae,Ancistrocactus
Magnoliopsidae,Caryophyllales,Cactaceae,Escobaria
Magnoliopsidae,Caryophyllales,Cactaceae,Epiphyllum
Magnoliopsidae,Caryophyllales,Cactaceae,Echinopsis
Magnoliopsidae,Caryophyllales,Cactaceae,Echinomastus
Magnoliopsidae,Caryophyllales,Cactaceae,Echinofossulocactus
Magnoliopsidae,Caryophyllales,Cactaceae,Islaya
Magnoliopsidae,Caryophyllales,Cactaceae,Heliocereus
Magnoliopsidae,Caryophyllales,Cactaceae,Hamatocactus
Magnoliopsidae,Caryophyllales,Cactaceae,Gymnocalycium
Magnoliopsidae,Lamiales,Scrophulariaceae,Alonsoa
Magnoliopsidae,Lamiales,Scrophulariaceae,Calceolaria
Magnoliopsidae,Lamiales,Scrophulariaceae,Chelone
