q01,q02,q03,q10,q12,q13,q20,q21,q23,q30,q31,q32
0.000637,6.3e-05,0.000393,0.003969,0.036166,0.002635,0.017313,0.031545,0.022826,0.026891,0.000927,0.000875
0.000318,0.000128,0.000358,0.004883,0.020371,8.5e-05,0.003812,0.009134,0.038,0.033702,0.000165,0.000563
0.000294,0.000396,0.000517,0.000169,0.059292,5.7e-05,0.016792,0.083721,0.032476,0.023306,0.000307,0.000514
0.000317,0.000113,0.000319,0.001765,0.034479,0.004638,0.016087,0.057724,0.022445,0.032206,0.000167,0.000967
1.6e-05,0.000351,0.000387,0.0037,0.037984,0.002356,0.010388,0.051462,0.020492,0.027441,0.001398,0.000979
0.000396,0.000218,0.000317,0.008409,0.015676,0.006712,0.013751,0.01698,0.01153,0.021812,0.000906,0.000426
0.0005,0.000235,0.000506,0.000776,0.035191,0.000677,0.028317,0.048798,0.017329,0.024847,0.000817,0.000512
0.000309,0.000152,0.000542,0.0001,0.040704,0.001565,0.02525,0.063897,0.024898,0.022303,0.000864,0.000971
0.000133,0.000553,0.000171,4.8e-05,0.042789,0.001471,0.034818,0.058571,0.023088,0.026605,0.000609,0.000237
0.000291,0.000215,0.000638,0.001867,0.032723,0.000852,0.020031,0.030242,0.026845,0.031989,0.000196,5.7e-05
0.000236,0.000111,0.000558,0.003629,0.031517,0.003989,0.016138,0.058089,0.012345,0.022571,8e-05,0.002617
0.000321,7.1e-05,0.000714,0.004688,0.053666,0.003713,0.015574,0.09647,0.024401,0.027989,0.000555,0.00024
0.00033,2.1e-05,0.000439,0.007058,0.055023,0.003589,0.013851,0.095014,0.019523,0.03169,0.000187,0.000632
0.000455,0.000127,0.000323,0.001716,0.046,0.001828,0.019786,0.056711,0.014593,0.025423,0.000511,0.000543
0.000268,0.000203,0.000416,0.005027,0.062975,0.002315,0.012932,0.089712,0.018021,0.02356,0.000389,0.00122
0.000245,0.000195,0.000337,0.0074,0.03853,0.009042,0.010535,0.062962,0.007746,0.025309,0.000553,0.001918
0.000453,0.000228,0.000195,0.001412,0.056181,0.003557,0.010586,0.074734,0.02832,0.027267,0.000314,0.000245
0.000403,6.1e-05,0.000461,0.004095,0.074042,0.004298,0.014559,0.091715,0.016706,0.029564,0.000192,0.000337
0.000314,2.2e-05,0.000396,0.002915,0.026411,0.00404,0.011228,0.035219,0.017519,0.02945,0.000785,0.001571
0.000591,1.2e-05,0.000314,0.006384,0.041908,0.001056,0.011958,0.079874,0.045967,0.030047,0.001729,0.00068
0.000161,0.00015,0.000294,0.005554,0.045149,0.004245,0.015025,0.067099,0.027471,0.02559,0.002511,0.00122
0.000247,0.000283,0.000374,0.00596,0.029891,0.001601,0.024956,0.040681,0.017093,0.021041,0.000289,0.000648
0.00045,0.000149,0.000368,0.004118,0.01383,0.01116,0.007381,0.027577,0.010307,0.02461,0.000338,0.000301
0.000211,0.000253,0.000568,0.00642,0.020131,0.007103,0.013964,0.039671,0.007986,0.023318,0.00127,0.001342
0.00029,0.0002,0.000218,0.003872,0.072597,0.007698,0.013252,0.098104,0.010662,0.029787,3.7e-05,0.000122
0.000387,0.000464,0.000281,0.007325,0.041173,0.002919,0.007509,0.07707,0.025256,0.028662,0.000423,0.000935
0.000434,2.3e-05,0.000685,0.005687,0.025726,0.003123,0.017847,0.044001,0.014858,0.025411,0.000151,0.000434
0.000433,3.4e-05,0.000281,0.002238,0.047064,0.002902,0.023746,0.058919,0.01839,0.023875,1.6e-05,0.000692
8.2e-05,0.000423,0.000435,0.001868,0.043132,0.001752,0.02194,0.045195,0.028192,0.022572,0.000421,0.001863
0.000448,9.4e-05,0.00058,0.004768,0.032411,0.001699,0.019078,0.04325,0.023924,0.027072,0.000247,0.00063
0.00032,0.000208,0.000278,0.000105,0.052347,0.001533,0.024477,0.094622,0.031319,0.026135,9.7e-05,0.001274
0.00035,0.000467,0.000229,0.000434,0.05507,0.004059,0.021153,0.093472,0.031057,0.025797,5.3e-05,0.000977
0.000623,1.1e-05,0.000407,0.007497,0.027433,0.006866,0.011333,0.030025,0.006272,0.031022,0.000172,7.9e-05
0.00034,1.1e-05,0.000485,0.000706,0.046048,0.002107,0.024292,0.052793,0.012492,0.027267,0.001184,0.000426
0.000329,0.00012,0.000335,0.000728,0.034994,0.003684,0.0158,0.032578,0.016322,0.029007,0.001298,0.000102
0.000183,0.000296,0.000358,0.000315,0.035601,0.001908,0.018616,0.058734,0.042169,0.029004,0.0002,9.2e-05
0.000589,3e-06,0.000418,0.000858,0.030937,0.00075,0.017228,0.026836,0.025229,0.02133,3.4e-05,0.000507
0.000321,8e-06,0.000523,0.00358,0.073644,2e-06,0.011529,0.092836,0.021983,0.024895,0.000896,0.000265
0.000326,8.5e-05,0.00041,0.003188,0.036591,0.000137,0.012836,0.054767,0.023085,0.029056,2.7e-05,0.000463
0.000328,5.9e-05,0.000583,0.0009,0.048358,0.001589,0.028148,0.067639,0.01543,0.021354,0.001774,0.001056
0.000144,0.000122,0.000528,0.004697,0.059188,0.002968,0.014565,0.072339,0.010455,0.022408,0.001405,0.000528
0.000386,0.000188,0.000348,0.009948,0.012434,0.006489,0.004434,0.032382,0.011242,0.027713,0.000489,0.00086
0.000411,0.000102,0.00047,0.007556,0.027965,0.001922,0.007855,0.044976,0.025471,0.024884,0.000172,0.000714
0.000497,6.9e-05,0.000324,0.013562,0.01887,0.010677,0.000998,0.032922,0.003266,0.02235,0.00356,0.000269
0.000346,0.000292,0.000437,0.004307,0.037776,0.016255,0.013851,0.068064,0.00181,0.023141,0.004016,0.000337
0.000355,0.000156,0.000178,0.002623,0.01941,0.020837,0.002627,0.054378,0.001695,0.027657,0.001519,0.000594
0.000284,6.1e-05,0.000358,0.008479,0.020186,0.018742,0.005621,0.049691,0.002261,0.030436,0.000293,0.001557
0.00027,0.000212,0.000496,0.000788,0.095912,0.006199,0.024246,0.094936,0.010499,0.024601,0.002661,0.000281
0.00032,8.4e-05,0.000459,0.001102,0.035317,0.000536,0.027991,0.049526,0.020007,0.02274,0.001949,0.001309
0.00051,8.3e-05,0.000635,0.000822,0.056106,0.000825,0.019741,0.072737,0.026915,0.027271,0.000236,0.000724
0.000165,0.000243,0.000458,0.00516,0.060156,0.000743,0.013967,0.093977,0.030732,0.027161,0.002064,0.00138
0.000123,0.00043,0.000512,0.006154,0.048679,0.009368,0.016675,0.090016,0.012451,0.0311,0.001801,0.000959
0.000178,9.5e-05,0.000359,0.010317,0.025925,0.008841,0.013896,0.086182,0.005188,0.028322,0.000197,0.000869
7.5e-05,0.000667,0.000147,0.00711,0.020413,0.004487,0.009713,0.028247,0.012833,0.027132,0.000121,0.000525
0.000168,0.00029,0.000542,0.003553,0.019216,0.017793,0.002242,0.038552,0.002935,0.029452,0.001559,0.000259
0.000257,0.000299,0.000297,0.00335,0.053899,0.012577,0.011,0.086432,0.004622,0.028576,0.001086,0.000206
0.000245,0.000467,0.000641,0.001331,0.031208,0.002688,0.034362,0.036683,0.021802,0.026622,0.001112,0.00033
0.000516,0.000141,0.000371,0.011178,0.022166,0.001145,0.004119,0.032419,0.024638,0.030731,0.000291,0.000332
0.000517,7e-05,0.000406,0.008418,0.031733,0.004037,0.008494,0.054782,0.014267,0.025119,0.001832,0.000693
0.000614,7.2e-05,0.000203,0.007392,0.064006,0.0052,0.000933,0.09887,0.032613,0.030647,4e-05,0.001242
0.000395,0.000222,0.000529,0.010179,0.017469,0.003056,0.004387,0.029468,0.01904,0.029626,0.000457,6.4e-05
0.000188,0.000334,0.000273,0.009566,0.015063,0.006572,0.011032,0.039413,0.008522,0.027466,0.001673,3.7e-05
0.00025,0.000203,0.000391,0.00672,0.033148,0.010441,0.015279,0.095617,0.003311,0.029096,0.000128,0.000237
0.000515,6.7e-05,0.000391,0.013053,0.033053,0.000734,0.00278,0.028799,0.019578,0.024362,0.000453,0.000184
0.000266,0.000272,0.000118,0.0058,0.028876,0.003047,0.009446,0.043889,0.026034,0.026776,0.000263,0.000579
0.000271,0.000119,0.000311,0.000702,0.021452,0.006102,0.020578,0.017577,0.010133,0.028913,0.000132,0.003127
0.000337,0.000185,0.000194,0.000545,0.022642,0.005693,0.022555,0.020648,0.009335,0.024973,0.001358,0.000222
0.000377,0.000113,0.000359,0.002118,0.069746,0.003433,0.021172,0.098142,0.013803,0.02751,0.000163,0.001412
0.000273,0.000302,0.000268,0.005201,0.025688,0.000654,0.012227,0.032379,0.023984,0.02724,0.000283,0.000254
0.000288,2.5e-05,0.000567,0.006243,0.033152,0.017371,0.001642,0.06774,0.009738,0.034946,0.000126,0.001366
0.000425,0.000166,0.000177,0.010779,0.006437,0.003045,0.00298,0.00596,0.019932,0.026915,0.000823,0.000601
0.000283,0.000325,0.000175,0.00562,0.025927,0.011002,0.012552,0.070903,0.004925,0.025879,0.000647,7e-05
0.000303,0.000309,0.000392,0.003079,0.038633,0.0045,0.02105,0.066646,0.034088,0.03377,0.000292,0.001721
