q01,q02,q03,q10,q12,q13,q20,q21,q23,q30,q31,q32
0.000374,1.4e-05,0.000595,0.00484,0.038962,1.1e-05,0.026128,0.043523,0.009602,0.022703,0.000685,0.000136
0.000214,5.7e-05,0.000275,0.007754,0.039766,0.000681,0.011372,0.042623,0.020687,0.025286,4.1e-05,0.000411
0.00019,0.00028,0.000465,0.003076,0.062771,0.002542,0.021226,0.074229,0.016451,0.027054,1.3e-05,0.00057
6.7e-05,0.000304,0.000247,0.002586,0.067312,0.002953,0.028421,0.081033,0.014281,0.02268,6.1e-05,0.000974
0.000332,6.4e-05,0.000338,0.009801,0.024621,0.001714,0.016357,0.045472,0.017795,0.025718,7.6e-05,0.002328
0.000462,2.1e-05,0.00034,0.001303,0.044229,0.003061,0.01867,0.051886,0.024831,0.028329,0.000763,0.000863
0.00039,0.000136,0.000185,0.001806,0.028396,0.001923,0.017465,0.025685,0.024749,0.025366,0.000944,0.000194
0.000549,0.000104,0.000369,0.001944,0.041966,0.006277,0.00497,0.051754,0.020055,0.030403,0.000366,0.000473
0.00031,0.000153,0.000134,0.005151,0.037369,0.00301,0.008076,0.058871,0.025259,0.025582,0.000298,0.000736
0.000435,6e-06,0.000244,0.000168,0.027885,0.003248,0.008467,0.027777,0.021747,0.028227,6e-05,0.000996
0.000556,2.8e-05,0.000328,0.007174,0.062071,0.000615,0.005764,0.092887,0.02653,0.030374,1.8e-05,0.000286
0.000551,0.000167,0.000245,0.007669,0.039716,0.002351,0.002857,0.051479,0.023955,0.02721,0.000104,0.000296
0.000259,0.000213,0.000465,0.000827,0.046796,0.001474,0.01786,0.058264,0.022829,0.025365,0.000158,0.001078
0.000246,0.000173,0.000304,0.001133,0.039655,0.000876,0.02374,0.041505,0.01369,0.023918,0.000119,0.001269
0.000273,0.000149,0.000219,0.001894,0.045833,1.6e-05,0.013177,0.074355,0.033365,0.025219,2.4e-05,0.000118
0.000534,0.00026,0.000402,0.010883,0.017424,3.6e-05,0.002059,0.014785,0.028139,0.034597,0.00206,0.000398
0.000388,6.8e-05,0.000399,0.000146,0.022262,0.000553,0.01695,0.012673,0.025731,0.03359,0.000559,0.001224
0.000188,0.000567,0.000315,4.5e-05,0.038954,0.009962,0.033249,0.069259,0.010833,0.023903,0.000769,0.000382
0.000119,0.000369,0.000561,2.8e-05,0.037707,0.000713,0.022558,0.051658,0.016059,0.026259,0.00021,0.000499
